# gate	bias	idc	gx	gy	gr
-1.139	5e-05	1.537100262e-10	1.197618182e-06	-4.591536364e-08	1.198498031e-06
-1.138	5e-05	1.643209523e-10	1.199281818e-06	-4.196190909e-08	1.2000157e-06
-1.137	5e-05	1.627818743e-10	1.201772727e-06	-3.738427273e-08	1.202354054e-06
-1.136	5e-05	1.581698471e-10	1.201981818e-06	-3.343072727e-08	1.202446633e-06
-1.135	5e-05	1.527905264e-10	1.199972727e-06	-3.384690909e-08	1.200449982e-06
-1.134	5e-05	1.555960248e-10	1.1999e-06	-3.8286e-08	1.200510653e-06
-1.133	5e-05	1.637701211e-10	1.198518182e-06	-4.182318182e-08	1.199247685e-06
-1.132	5e-05	1.606813973e-10	1.200318182e-06	-4.092154545e-08	1.201015533e-06
-1.131	5e-05	1.588134667e-10	1.203854545e-06	-3.384690909e-08	1.204330262e-06
-1.13	5e-05	1.560010287e-10	1.2067e-06	-2.656427273e-08	1.206992357e-06
-1.129	5e-05	1.616197468e-10	1.208781818e-06	-2.559327273e-08	1.209052728e-06
-1.128	5e-05	1.555725659e-10	1.209818182e-06	-3.030963636e-08	1.210197797e-06
-1.127	5e-05	1.641056552e-10	1.210654545e-06	-3.6552e-08	1.211206208e-06
-1.126	5e-05	1.647071727e-10	1.214263636e-06	-3.807790909e-08	1.214860529e-06
-1.125	5e-05	1.670400487e-10	1.221609091e-06	-3.759236364e-08	1.222187366e-06
-1.124	5e-05	1.571638346e-10	1.229245455e-06	-3.766172727e-08	1.229822261e-06
-1.123	5e-05	1.62355565e-10	1.235345455e-06	-3.578909091e-08	1.235863767e-06
-1.122	5e-05	1.624460009e-10	1.237772727e-06	-3.211290909e-08	1.238189228e-06
-1.121	5e-05	1.64802712e-10	1.232227273e-06	-2.691109091e-08	1.232521099e-06
-1.12	5e-05	1.6159631e-10	1.223972727e-06	-2.455290909e-08	1.224218968e-06
-1.119	5e-05	1.575240003e-10	1.218427273e-06	-2.732727273e-08	1.218733687e-06
-1.118	5e-05	1.586945865e-10	1.2126e-06	-2.989345455e-08	1.212968416e-06
-1.117	5e-05	1.58065967e-10	1.207045455e-06	-3.135e-08	1.207452505e-06
-1.116	5e-05	1.574684098e-10	1.204827273e-06	-3.204363636e-08	1.205253314e-06
-1.115	5e-05	1.565457609e-10	1.208781818e-06	-3.121127273e-08	1.209184695e-06
-1.114	5e-05	1.552677622e-10	1.214263636e-06	-2.635618182e-08	1.21454964e-06
-1.113	5e-05	1.607513537e-10	1.216272727e-06	-2.448354545e-08	1.216519129e-06
-1.112	5e-05	1.645250619e-10	1.217863636e-06	-2.351254545e-08	1.218090586e-06
-1.111	5e-05	1.573684531e-10	1.217381818e-06	-2.406736364e-08	1.217619698e-06
-1.11	5e-05	1.583419357e-10	1.214745455e-06	-2.524645455e-08	1.215007779e-06
-1.109	5e-05	1.579387756e-10	1.213081818e-06	-2.434481818e-08	1.213326076e-06
-1.108	5e-05	1.593910754e-10	1.209472727e-06	-2.781272727e-08	1.209792472e-06
-1.107	5e-05	1.59580266e-10	1.207254545e-06	-3.523409091e-08	1.207768595e-06
-1.106	5e-05	1.604458715e-10	1.206072727e-06	-4.383463636e-08	1.206869048e-06
-1.105	5e-05	1.636383205e-10	1.206009091e-06	-4.640081818e-08	1.206901389e-06
-1.104	5e-05	1.590932702e-10	1.204690909e-06	-4.168454545e-08	1.205411875e-06
-1.103	5e-05	1.596182899e-10	1.2067e-06	-3.634390909e-08	1.207247187e-06
-1.102	5e-05	1.628819638e-10	1.211e-06	-3.481790909e-08	1.211500428e-06
-1.101	5e-05	1.63400243e-10	1.216690909e-06	-3.363881818e-08	1.21715584e-06
-1.1	5e-05	1.601116869e-10	1.222236364e-06	-2.996281818e-08	1.222603574e-06
-1.099	5e-05	1.612120144e-10	1.2248e-06	-3.114190909e-08	1.225195845e-06
-1.098	5e-05	1.573134673e-10	1.226609091e-06	-3.662136364e-08	1.227155649e-06
-1.097	5e-05	1.603191594e-10	1.224454545e-06	-3.863272727e-08	1.225063844e-06
-1.096	5e-05	1.600345844e-10	1.219672727e-06	-3.703754545e-08	1.220234953e-06
-1.095	5e-05	1.657402061e-10	1.215790909e-06	-3.537281818e-08	1.216305377e-06
-1.094	5e-05	1.599462281e-10	1.215163636e-06	-3.363881818e-08	1.215629151e-06
-1.093	5e-05	1.656766288e-10	1.218490909e-06	-3.252909091e-08	1.218925033e-06
-1.092	5e-05	1.667481875e-10	1.224181818e-06	-3.266781818e-08	1.224617618e-06
-1.091	5e-05	1.666251775e-10	1.229936364e-06	-3.447109091e-08	1.230419325e-06
-1.09	5e-05	1.674473755e-10	1.232781818e-06	-3.641327273e-08	1.233319479e-06
-1.089	5e-05	1.677627767e-10	1.232572727e-06	-3.669072727e-08	1.233118704e-06
-1.088	5e-05	1.655299533e-10	1.2289e-06	-3.294527273e-08	1.229341531e-06
-1.087	5e-05	1.577162882e-10	1.220990909e-06	-2.913054545e-08	1.22133836e-06
-1.086	5e-05	1.603426404e-10	1.214054545e-06	-2.698045455e-08	1.214354308e-06
-1.085	5e-05	1.607297237e-10	1.215790909e-06	-2.8645e-08	1.216128312e-06
-1.084	5e-05	1.58057051e-10	1.221336364e-06	-3.010154545e-08	1.221707255e-06
-1.083	5e-05	1.587747716e-10	1.226054545e-06	-2.926927273e-08	1.226403864e-06
-1.082	5e-05	1.544669803e-10	1.227227273e-06	-2.517718182e-08	1.227485507e-06
-1.081	5e-05	1.587659515e-10	1.2246e-06	-2.046081818e-08	1.224770919e-06
-1.08	5e-05	1.573972144e-10	1.220363636e-06	-1.553627273e-08	1.220462527e-06
-1.079	5e-05	1.582042205e-10	1.220854545e-06	-1.088927273e-08	1.220903107e-06
-1.078	5e-05	1.574408653e-10	1.221472727e-06	-7.768145455e-09	1.221497428e-06
-1.077	5e-05	1.583347675e-10	1.220227273e-06	-8.808518182e-09	1.220259066e-06
-1.076	5e-05	1.575533294e-10	1.219390909e-06	-1.054254545e-08	1.219436482e-06
-1.075	5e-05	1.642905906e-10	1.220572727e-06	-1.206836364e-08	1.220632389e-06
-1.074	5e-05	1.571803097e-10	1.222790909e-06	-1.414909091e-08	1.222872767e-06
-1.073	5e-05	1.560129904e-10	1.225218182e-06	-1.518945455e-08	1.225312333e-06
-1.072	5e-05	1.585956033e-10	1.226190909e-06	-1.824136364e-08	1.226326585e-06
-1.071	5e-05	1.626953101e-10	1.2248e-06	-2.413672727e-08	1.225037804e-06
-1.07	5e-05	1.635468742e-10	1.221609091e-06	-2.885309091e-08	1.221949783e-06
-1.069	5e-05	1.548529131e-10	1.219045455e-06	-2.8645e-08	1.219381957e-06
-1.068	5e-05	1.59985314e-10	1.214190909e-06	-2.635618182e-08	1.214476929e-06
-1.067	5e-05	1.620083788e-10	1.212390909e-06	-2.413672727e-08	1.212631147e-06
-1.066	5e-05	1.632263697e-10	1.215163636e-06	-2.531581818e-08	1.215427313e-06
-1.065	5e-05	1.578254559e-10	1.215854545e-06	-3.266781818e-08	1.216293329e-06
-1.064	5e-05	1.550859537e-10	1.212318182e-06	-4.043609091e-08	1.212992354e-06
-1.063	5e-05	1.577582429e-10	1.207672727e-06	-4.237809091e-08	1.208416037e-06
-1.062	5e-05	1.570123509e-10	1.204763636e-06	-3.780045455e-08	1.205356501e-06
-1.061	5e-05	1.562400132e-10	1.202472727e-06	-3.121127273e-08	1.202877718e-06
-1.06	5e-05	1.568801004e-10	1.196227273e-06	-2.545454545e-08	1.196498066e-06
-1.059	5e-05	1.65246492e-10	1.188809091e-06	-2.406736364e-08	1.189052687e-06
-1.058	5e-05	1.610354862e-10	1.185618182e-06	-2.6703e-08	1.185918852e-06
-1.057	5e-05	1.528998416e-10	1.189918182e-06	-2.8645e-08	1.190262919e-06
-1.056	5e-05	1.599426219e-10	1.193109091e-06	-3.0379e-08	1.193495784e-06
-1.055	5e-05	1.539820863e-10	1.1911e-06	-3.467918182e-08	1.19160474e-06
-1.054	5e-05	1.553956763e-10	1.187909091e-06	-4.008927273e-08	1.18858536e-06
-1.053	5e-05	1.588766163e-10	1.188318182e-06	-4.341845455e-08	1.189111123e-06
-1.052	5e-05	1.560708892e-10	1.189154545e-06	-4.355718182e-08	1.189951999e-06
-1.051	5e-05	1.543085201e-10	1.1886e-06	-3.585845455e-08	1.189140778e-06
-1.05	5e-05	1.527715513e-10	1.187490909e-06	-2.677236364e-08	1.187792667e-06
-1.049	5e-05	1.576487212e-10	1.183463636e-06	-1.990590909e-08	1.183631034e-06
-1.048	5e-05	1.583243839e-10	1.177154545e-06	-1.858809091e-08	1.177301296e-06
-1.047	5e-05	1.527067572e-10	1.172509091e-06	-2.053018182e-08	1.172688815e-06
-1.046	5e-05	1.548432006e-10	1.166818182e-06	-2.309636364e-08	1.167046748e-06
-1.045	5e-05	1.613205995e-10	1.163354545e-06	-2.829827273e-08	1.163698668e-06
-1.044	5e-05	1.613658801e-10	1.163772727e-06	-3.363881818e-08	1.16425879e-06
-1.043	5e-05	1.615347387e-10	1.167309091e-06	-3.634390909e-08	1.167874734e-06
-1.042	5e-05	1.625544312e-10	1.170009091e-06	-3.343072727e-08	1.170486602e-06
-1.041	5e-05	1.52642435e-10	1.173136364e-06	-2.815954545e-08	1.173474281e-06
-1.04	5e-05	1.597461746e-10	1.176809091e-06	-2.316572727e-08	1.17703708e-06
-1.039	5e-05	1.597524505e-10	1.179863636e-06	-1.921236364e-08	1.180020049e-06
-1.038	5e-05	1.53886466e-10	1.180063636e-06	-1.636854545e-08	1.180177154e-06
-1.037	5e-05	1.53339241e-10	1.178190909e-06	-1.345554545e-08	1.178267741e-06
-1.036	5e-05	1.5458044e-10	1.1732e-06	-1.401045455e-08	1.173283654e-06
-1.035	5e-05	1.542474059e-10	1.167654545e-06	-1.560563636e-08	1.167758825e-06
-1.034	5e-05	1.527579155e-10	1.163354545e-06	-1.588309091e-08	1.163462965e-06
-1.033	5e-05	1.550337334e-10	1.159263636e-06	-1.491209091e-08	1.159359543e-06
-1.032	5e-05	1.546689733e-10	1.154127273e-06	-1.720090909e-08	1.154255445e-06
-1.031	5e-05	1.609349026e-10	1.150518182e-06	-2.087690909e-08	1.150707579e-06
-1.03	5e-05	1.581461743e-10	1.148790909e-06	-2.413672727e-08	1.149044444e-06
-1.029	5e-05	1.596931063e-10	1.150518182e-06	-2.469163636e-08	1.150783109e-06
-1.028	5e-05	1.598230559e-10	1.154336364e-06	-2.129309091e-08	1.154532735e-06
-1.027	5e-05	1.546795487e-10	1.158636364e-06	-1.713154545e-08	1.15876301e-06
-1.026	5e-05	1.533682015e-10	1.160436364e-06	-1.796390909e-08	1.160575399e-06
-1.025	5e-05	1.54935731e-10	1.160027273e-06	-2.212536364e-08	1.160238254e-06
-1.024	5e-05	1.565856728e-10	1.160790909e-06	-2.628690909e-08	1.161088514e-06
-1.023	5e-05	1.606583513e-10	1.161409091e-06	-2.760463636e-08	1.161737101e-06
-1.022	5e-05	1.564566746e-10	1.161063636e-06	-2.545454545e-08	1.161342629e-06
-1.021	5e-05	1.567637866e-10	1.160990909e-06	-2.066881818e-08	1.161174875e-06
-1.02	5e-05	1.566540363e-10	1.160027273e-06	-1.6646e-08	1.160146699e-06
-1.019	5e-05	1.578909875e-10	1.159672727e-06	-1.831072727e-08	1.159817277e-06
-1.018	5e-05	1.619738136e-10	1.1569e-06	-2.295763636e-08	1.157127764e-06
-1.017	5e-05	1.612611078e-10	1.151427273e-06	-2.066881818e-08	1.151612767e-06
-1.016	5e-05	1.606346786e-10	1.147881818e-06	-1.588309091e-08	1.147991699e-06
-1.015	5e-05	1.604154435e-10	1.149409091e-06	-1.345554545e-08	1.149487847e-06
-1.014	5e-05	1.574618684e-10	1.152945455e-06	-1.553627273e-08	1.153050128e-06
-1.013	5e-05	1.522210004e-10	1.155654545e-06	-2.073818182e-08	1.155840603e-06
-1.012	5e-05	1.49310324e-10	1.155727273e-06	-2.046081818e-08	1.155908376e-06
-1.011	5e-05	1.560617667e-10	1.151563636e-06	-1.928172727e-08	1.151725051e-06
-1.01	5e-05	1.532004197e-10	1.1474e-06	-1.900427273e-08	1.147557372e-06
-1.009	5e-05	1.551194348e-10	1.144972727e-06	-1.796390909e-08	1.14511364e-06
-1.008	5e-05	1.574673478e-10	1.144763636e-06	-1.858809091e-08	1.144914538e-06
-1.007	5e-05	1.500983329e-10	1.146009091e-06	-2.122372727e-08	1.146205602e-06
-1.006	5e-05	1.535852979e-10	1.1508e-06	-2.316572727e-08	1.151033141e-06
-1.005	5e-05	1.576701816e-10	1.157945455e-06	-2.073818182e-08	1.158131145e-06
-1.004	5e-05	1.582810575e-10	1.1637e-06	-1.636854545e-08	1.163815114e-06
-1.003	5e-05	1.57955671e-10	1.166681818e-06	-1.206836364e-08	1.166744235e-06
-1.002	5e-05	1.568629911e-10	1.165645455e-06	-1.456527273e-08	1.165736451e-06
-1.001	5e-05	1.573430915e-10	1.160927273e-06	-2.080754545e-08	1.161113727e-06
-1	5e-05	1.578968209e-10	1.159118182e-06	-2.295763636e-08	1.15934551e-06
-0.999	5e-05	1.543080628e-10	1.160163636e-06	-2.455290909e-08	1.160423418e-06
-0.998	5e-05	1.557359155e-10	1.156554545e-06	-2.531581818e-08	1.156831581e-06
-0.997	5e-05	1.650099632e-10	1.152045455e-06	-2.656427273e-08	1.152351678e-06
-0.996	5e-05	1.659762629e-10	1.150936364e-06	-2.933863636e-08	1.15131024e-06
-0.995	5e-05	1.644529299e-10	1.154263636e-06	-3.322263636e-08	1.154741653e-06
-0.994	5e-05	1.656551463e-10	1.160027273e-06	-3.953436364e-08	1.160700754e-06
-0.993	5e-05	1.606341992e-10	1.163836364e-06	-4.092154545e-08	1.164555561e-06
-0.992	5e-05	1.58976278e-10	1.165154545e-06	-3.571972727e-08	1.16570194e-06
-0.991	5e-05	1.585039652e-10	1.165990909e-06	-3.252909091e-08	1.166444573e-06
-0.99	5e-05	1.572891234e-10	1.162590909e-06	-3.273718182e-08	1.163051738e-06
-0.989	5e-05	1.613924143e-10	1.1542e-06	-3.350009091e-08	1.15468606e-06
-0.988	5e-05	1.586193277e-10	1.146363636e-06	-3.051772727e-08	1.146769776e-06
-0.987	5e-05	1.55762317e-10	1.140881818e-06	-2.559327273e-08	1.141168848e-06
-0.986	5e-05	1.549346543e-10	1.137763636e-06	-2.406736364e-08	1.138018159e-06
-0.985	5e-05	1.544730349e-10	1.1363e-06	-2.545454545e-08	1.136585071e-06
-0.984	5e-05	1.511726867e-10	1.137345455e-06	-2.649490909e-08	1.137654017e-06
-0.983	5e-05	1.509566522e-10	1.137481818e-06	-2.836763636e-08	1.137835493e-06
-0.982	5e-05	1.520141105e-10	1.136445455e-06	-2.788209091e-08	1.136787439e-06
-0.981	5e-05	1.530004989e-10	1.134218182e-06	-2.406736364e-08	1.1344735e-06
-0.98	5e-05	1.543786461e-10	1.131790909e-06	-2.462227273e-08	1.132058708e-06
-0.979	5e-05	1.542614474e-10	1.132418182e-06	-2.462227273e-08	1.132685832e-06
-0.978	5e-05	1.572138203e-10	1.135118182e-06	-2.059954545e-08	1.135305081e-06
-0.977	5e-05	1.541480613e-10	1.138727273e-06	-1.297e-08	1.138801134e-06
-0.976	5e-05	1.567371492e-10	1.136090909e-06	-2.566263636e-09	1.136093807e-06
-0.975	5e-05	1.536631158e-10	1.1295e-06	7.976218182e-09	1.129528163e-06
-0.974	5e-05	1.546187737e-10	1.126518182e-06	1.123609091e-08	1.126574216e-06
-0.973	5e-05	1.578599474e-10	1.126654545e-06	7.906863636e-09	1.12668229e-06
-0.972	5e-05	1.582315954e-10	1.124990909e-06	4.785745455e-09	1.125001088e-06
-0.971	5e-05	1.567756377e-10	1.124163636e-06	6.935854545e-10	1.12416385e-06
-0.97	5e-05	1.556916083e-10	1.119027273e-06	-4.161509091e-09	1.119035011e-06
-0.969	5e-05	1.546001305e-10	1.112436364e-06	-7.8375e-09	1.112463972e-06
-0.968	5e-05	1.542148909e-10	1.110981818e-06	-8.392363636e-09	1.111013516e-06
-0.967	5e-05	1.526045881e-10	1.107790909e-06	-6.311627273e-09	1.107808889e-06
-0.966	5e-05	1.464759241e-10	1.106890909e-06	-9.155363636e-09	1.106928772e-06
-0.965	5e-05	1.436881618e-10	1.110354545e-06	-1.137481818e-08	1.110412808e-06
-0.964	5e-05	1.427603212e-10	1.111672727e-06	-1.283136364e-08	1.111746777e-06
-0.963	5e-05	1.422124547e-10	1.111818182e-06	-1.068118182e-08	1.111869487e-06
-0.962	5e-05	1.431410623e-10	1.113481818e-06	-1.158290909e-08	1.113542062e-06
-0.961	5e-05	1.443744072e-10	1.113345455e-06	-1.421845455e-08	1.113436242e-06
-0.96	5e-05	1.448765653e-10	1.108627273e-06	-1.040381818e-08	1.108676089e-06
-0.959	5e-05	1.437964298e-10	1.103427273e-06	-2.913054545e-09	1.103431118e-06
-0.958	5e-05	1.455243812e-10	1.103009091e-06	2.150109091e-09	1.103011187e-06
-0.957	5e-05	1.444175418e-10	1.102172727e-06	1.942036364e-09	1.102174438e-06
-0.956	5e-05	1.462491004e-10	1.095581818e-06	4.161509091e-10	1.095581897e-06
-0.955	5e-05	1.513934778e-10	1.092536364e-06	-1.733963636e-09	1.09253774e-06
-0.954	5e-05	1.52921302e-10	1.095236364e-06	4.855090909e-10	1.095236471e-06
-0.953	5e-05	1.500131403e-10	1.098154545e-06	-4.855090909e-10	1.098154653e-06
-0.952	5e-05	1.50021754e-10	1.099327273e-06	-4.369581818e-09	1.099335957e-06
-0.951	5e-05	1.519870528e-10	1.100372727e-06	-8.045572727e-09	1.10040214e-06
-0.95	5e-05	1.532200511e-10	1.102245455e-06	-1.227645455e-08	1.102313818e-06
-0.949	5e-05	1.523582804e-10	1.103427273e-06	-1.505081818e-08	1.103529915e-06
-0.948	5e-05	1.505859776e-10	1.103627273e-06	-1.387172727e-08	1.103714448e-06
-0.947	5e-05	1.509303835e-10	1.106754545e-06	-8.114936364e-09	1.106784295e-06
-0.946	5e-05	1.464043157e-10	1.110354545e-06	-1.803318182e-09	1.11035601e-06
-0.945	5e-05	1.497222379e-10	1.113545455e-06	-1.1791e-09	1.113546079e-06
-0.944	5e-05	1.497842812e-10	1.114518182e-06	-5.340609091e-09	1.114530977e-06
-0.943	5e-05	1.545496949e-10	1.111954545e-06	-6.589054545e-09	1.111974068e-06
-0.942	5e-05	1.546084123e-10	1.108281818e-06	-4.508309091e-09	1.108290988e-06
-0.941	5e-05	1.539657292e-10	1.108136364e-06	5.548690909e-10	1.108136503e-06
-0.94	5e-05	1.519275242e-10	1.1123e-06	4.993818182e-09	1.11231121e-06
-0.939	5e-05	1.495696996e-10	1.115281818e-06	8.114936364e-09	1.11531134e-06
-0.938	5e-05	1.48989672e-10	1.114654545e-06	8.600445455e-09	1.114687725e-06
-0.937	5e-05	1.483355213e-10	1.107727273e-06	7.352e-09	1.10775167e-06
-0.936	5e-05	1.428910009e-10	1.096490909e-06	3.953427273e-09	1.096498036e-06
-0.935	5e-05	1.435280202e-10	1.090245455e-06	-9.710181818e-10	1.090245887e-06
-0.934	5e-05	1.430317692e-10	1.087054545e-06	-4.022790909e-09	1.087061989e-06
-0.933	5e-05	1.427145907e-10	1.084345455e-06	-6.242263636e-09	1.084363422e-06
-0.932	5e-05	1.459981615e-10	1.081718182e-06	-9.710181818e-09	1.081761763e-06
-0.931	5e-05	1.45721389e-10	1.077409091e-06	-1.407972727e-08	1.077501085e-06
-0.93	5e-05	1.483699021e-10	1.078245455e-06	-1.629927273e-08	1.078368641e-06
-0.929	5e-05	1.498420989e-10	1.081154545e-06	-1.387172727e-08	1.081243532e-06
-0.928	5e-05	1.493241515e-10	1.084e-06	-9.155363636e-09	1.084038662e-06
-0.927	5e-05	1.497674596e-10	1.083027273e-06	-7.698790909e-09	1.083054636e-06
-0.926	5e-05	1.531897263e-10	1.084072727e-06	-8.600445455e-09	1.084106842e-06
-0.925	5e-05	1.523210677e-10	1.089272727e-06	-6.866490909e-09	1.089294369e-06
-0.924	5e-05	1.527329226e-10	1.094818182e-06	-2.427554545e-09	1.094820873e-06
-0.923	5e-05	1.527254889e-10	1.096345455e-06	-2.011390909e-09	1.0963473e-06
-0.922	5e-05	1.527417354e-10	1.094263636e-06	-7.8375e-09	1.094291703e-06
-0.921	5e-05	1.527664923e-10	1.095172727e-06	-1.269263636e-08	1.095246276e-06
-0.92	5e-05	1.510594039e-10	1.097318182e-06	-1.109736364e-08	1.097374295e-06
-0.919	5e-05	1.49685003e-10	1.100372727e-06	-8.184290909e-09	1.100403163e-06
-0.918	5e-05	1.499644821e-10	1.106963636e-06	-8.184290909e-09	1.106993891e-06
-0.917	5e-05	1.484577127e-10	1.112027273e-06	-6.242263636e-09	1.112044793e-06
-0.916	5e-05	1.482596577e-10	1.109872727e-06	-2.150109091e-09	1.10987481e-06
-0.915	5e-05	1.502290568e-10	1.108418182e-06	-1.595245455e-09	1.10841933e-06
-0.914	5e-05	1.505164932e-10	1.111536364e-06	-4.993818182e-09	1.111547581e-06
-0.913	5e-05	1.489519725e-10	1.114936364e-06	-1.352490909e-08	1.115018394e-06
-0.912	5e-05	1.516689524e-10	1.1166e-06	-2.087690909e-08	1.116795149e-06
-0.911	5e-05	1.523038109e-10	1.115972727e-06	-1.928172727e-08	1.116139289e-06
-0.91	5e-05	1.51587934e-10	1.112027273e-06	-1.505081818e-08	1.112129121e-06
-0.909	5e-05	1.549312914e-10	1.110081818e-06	-1.061181818e-08	1.110132539e-06
-0.908	5e-05	1.56921384e-10	1.110772727e-06	-9.016627273e-09	1.110809323e-06
-0.907	5e-05	1.572324783e-10	1.113409091e-06	-9.155363636e-09	1.113446732e-06
-0.906	5e-05	1.556775964e-10	1.119445455e-06	-9.640818182e-09	1.119486968e-06
-0.905	5e-05	1.562655371e-10	1.124927273e-06	-8.045572727e-09	1.124956044e-06
-0.904	5e-05	1.530067674e-10	1.128672727e-06	-6.658418182e-09	1.128692367e-06
-0.903	5e-05	1.527682991e-10	1.129363636e-06	-9.779545455e-09	1.129405978e-06
-0.902	5e-05	1.538655292e-10	1.125336364e-06	-1.269263636e-08	1.125407941e-06
-0.901	5e-05	1.523601094e-10	1.121527273e-06	-1.401045455e-08	1.121614781e-06
-0.9	5e-05	1.529304024e-10	1.121109091e-06	-1.283136364e-08	1.121182518e-06
-0.899	5e-05	1.519294047e-10	1.118681818e-06	-9.848909091e-09	1.118725172e-06
-0.898	5e-05	1.513803582e-10	1.115145455e-06	-9.710181818e-09	1.11518773e-06
-0.897	5e-05	1.580682163e-10	1.110290909e-06	-1.345554545e-08	1.11037244e-06
-0.896	5e-05	1.564077139e-10	1.1062e-06	-1.234581818e-08	1.106268891e-06
-0.895	5e-05	1.564552881e-10	1.105781818e-06	-9.918272727e-09	1.105826298e-06
-0.894	5e-05	1.535382178e-10	1.110290909e-06	-8.184290909e-09	1.110321073e-06
-0.893	5e-05	1.519824214e-10	1.115563636e-06	-7.629427273e-09	1.115589725e-06
-0.892	5e-05	1.49598483e-10	1.124372727e-06	-8.531081818e-09	1.124405091e-06
-0.891	5e-05	1.51991013e-10	1.136790909e-06	-8.253654545e-09	1.136820871e-06
-0.89	5e-05	1.514525861e-10	1.141918182e-06	-6.727772727e-09	1.141938e-06
-0.889	5e-05	1.522023276e-10	1.138318182e-06	-1.068118182e-08	1.138368293e-06
-0.888	5e-05	1.536039928e-10	1.130609091e-06	-1.498145455e-08	1.130708345e-06
-0.887	5e-05	1.549543448e-10	1.128809091e-06	-1.657663636e-08	1.128930799e-06
-0.886	5e-05	1.595060027e-10	1.129845455e-06	-1.581372727e-08	1.129956116e-06
-0.885	5e-05	1.615447166e-10	1.131372727e-06	-9.432818182e-09	1.13141205e-06
-0.884	5e-05	1.598708144e-10	1.134145455e-06	-1.456527273e-09	1.13414639e-06
-0.883	5e-05	1.625167243e-10	1.132618182e-06	-1.1791e-09	1.132618796e-06
-0.882	5e-05	1.609669457e-10	1.134081818e-06	-5.201890909e-09	1.134093748e-06
-0.881	5e-05	1.593044743e-10	1.138518182e-06	-9.294090909e-09	1.138556117e-06
-0.88	5e-05	1.58996138e-10	1.140536364e-06	-1.192963636e-08	1.140598752e-06
-0.879	5e-05	1.56491402e-10	1.137690909e-06	-1.636854545e-08	1.137808654e-06
-0.878	5e-05	1.580602737e-10	1.135809091e-06	-2.157054545e-08	1.136013899e-06
-0.877	5e-05	1.588605689e-10	1.136927273e-06	-2.496909091e-08	1.137201424e-06
-0.876	5e-05	1.598497891e-10	1.140327273e-06	-2.545454545e-08	1.140611337e-06
-0.875	5e-05	1.58609394e-10	1.144972727e-06	-2.566263636e-08	1.145260284e-06
-0.874	5e-05	1.597594859e-10	1.149690909e-06	-2.150118182e-08	1.149891946e-06
-0.873	5e-05	1.631611626e-10	1.152254545e-06	-1.782518182e-08	1.152392413e-06
-0.872	5e-05	1.639022831e-10	1.156345455e-06	-1.414909091e-08	1.156432016e-06
-0.871	5e-05	1.619502588e-10	1.1594e-06	-9.848909091e-09	1.159441832e-06
-0.87	5e-05	1.606621124e-10	1.157181818e-06	-1.026509091e-08	1.157227347e-06
-0.869	5e-05	1.599244137e-10	1.1551e-06	-1.428781818e-08	1.155188362e-06
-0.868	5e-05	1.568949825e-10	1.154818182e-06	-1.685409091e-08	1.154941164e-06
-0.867	5e-05	1.547124988e-10	1.154963636e-06	-2.163990909e-08	1.155166346e-06
-0.866	5e-05	1.565956729e-10	1.160027273e-06	-2.649490909e-08	1.160329804e-06
-0.865	5e-05	1.532052796e-10	1.164390909e-06	-2.892245455e-08	1.164750058e-06
-0.864	5e-05	1.580968228e-10	1.161618182e-06	-3.301463636e-08	1.162087246e-06
-0.863	5e-05	1.602149991e-10	1.158772727e-06	-3.447109091e-08	1.159285336e-06
-0.862	5e-05	1.637140586e-10	1.159190909e-06	-2.933863636e-08	1.159562124e-06
-0.861	5e-05	1.61737071e-10	1.159745455e-06	-1.907363636e-08	1.15990229e-06
-0.86	5e-05	1.633732e-10	1.156763636e-06	-1.463463636e-08	1.156856207e-06
-0.859	5e-05	1.56868618e-10	1.153154545e-06	-1.962845455e-08	1.153321587e-06
-0.858	5e-05	1.55354319e-10	1.148236364e-06	-2.7466e-08	1.148564812e-06
-0.857	5e-05	1.540913056e-10	1.145872727e-06	-2.9408e-08	1.146250033e-06
-0.856	5e-05	1.560410143e-10	1.144690909e-06	-2.2056e-08	1.144903378e-06
-0.855	5e-05	1.543105186e-10	1.144627273e-06	-1.206836364e-08	1.144690892e-06
-0.854	5e-05	1.560375556e-10	1.141781818e-06	-8.739154545e-09	1.141815262e-06
-0.853	5e-05	1.586085311e-10	1.141154545e-06	-1.012636364e-08	1.141199474e-06
-0.852	5e-05	1.593065613e-10	1.142545455e-06	-1.283136364e-08	1.142617504e-06
-0.851	5e-05	1.55292519e-10	1.1422e-06	-1.345554545e-08	1.142279253e-06
-0.85	5e-05	1.574046186e-10	1.142545455e-06	-1.012636364e-08	1.142590329e-06
-0.849	5e-05	1.516279048e-10	1.143236364e-06	-8.877909091e-09	1.143270834e-06
-0.848	5e-05	1.51364746e-10	1.144136364e-06	-1.026509091e-08	1.144182411e-06
-0.847	5e-05	1.517079351e-10	1.147472727e-06	-1.352490909e-08	1.147552431e-06
-0.846	5e-05	1.539302127e-10	1.1492e-06	-1.643790909e-08	1.149317556e-06
-0.845	5e-05	1.583346642e-10	1.154054545e-06	-1.907363636e-08	1.154212154e-06
-0.844	5e-05	1.567099365e-10	1.158290909e-06	-1.872681818e-08	1.158442283e-06
-0.843	5e-05	1.546828968e-10	1.158081818e-06	-1.678472727e-08	1.158203447e-06
-0.842	5e-05	1.517335327e-10	1.157736364e-06	-1.303936364e-08	1.157809791e-06
