-1.3	5e-05	1.316222595e-10	1.11440839161538e-06	-3.89462867515385e-10	1.11448537238462e-06	
-1.299	5e-05	1.32418833557143e-10	1.11498116885714e-06	-2.14019603912143e-09	1.11507237607143e-06	
-1.298	5e-05	1.32716867586667e-10	1.11504727273333e-06	-4.16612236384667e-09	1.11516399873333e-06	
-1.297	5e-05	1.33813522225e-10	1.11527897725e-06	-5.98648971610625e-09	1.115419360625e-06	
-1.296	5e-05	1.34033975241176e-10	1.11593208552941e-06	-7.25406518751176e-09	1.11608400576471e-06	
-1.295	5e-05	1.34350916672222e-10	1.116620202e-06	-7.79896055598333e-09	1.11677084877778e-06	
-1.294	5e-05	1.072803184692e-10	8.58490578182e-07	4.4616926582092e-08	9.00735093748e-07	
-1.293	5e-05	1.116007450528e-10	9.018755600148e-07	3.5555944764092e-08	9.36960006912e-07	
-1.292	5e-05	1.163140838952e-10	9.451662109092e-07	2.6447806582892e-08	9.7318976466e-07	
-1.291	5e-05	1.208283745472e-10	9.884568654692e-07	1.7106595672892e-08	1.009284574124e-06	
-1.29	5e-05	1.255978912076e-10	1.0317726436328e-06	8.112177489692e-09	1.045485371708e-06	
-1.289	5e-05	1.298098586576e-10	1.0748970799964e-06	-6.90804329107997e-10	1.081712168452e-06	
-1.288	5e-05	1.34513198588e-10	1.11776072728e-06	-9.701855236708e-09	1.1178971908e-06	
-1.287	5e-05	1.35863410144e-10	1.11818218184e-06	-1.0303884327508e-08	1.11833272444e-06	
-1.286	5e-05	1.373067975e-10	1.11791054544e-06	-1.1960166582052e-08	1.11809345284e-06	
-1.285	5e-05	1.37841361536e-10	1.11739199996e-06	-1.4495915672852e-08	1.11760579808e-06	
-1.284	5e-05	1.37878918232e-10	1.11722290908e-06	-1.7120442945652e-08	1.1174645814e-06	
-1.283	5e-05	1.37670387064e-10	1.11753345456e-06	-1.9348239309252e-08	1.1177986816e-06	
-1.282	5e-05	1.37457699512e-10	1.11818836368e-06	-2.1187632036652e-08	1.1184758464e-06	
-1.281	5e-05	1.37994647644e-10	1.11881272732e-06	-2.2860560400452e-08	1.1191227e-06	
-1.28	5e-05	1.38140217456e-10	1.1191734546e-06	-2.415340000056e-08	1.11950185492e-06	
-1.279	5e-05	1.38301424876e-10	1.11926218188e-06	-2.503841418232e-08	1.11960322568e-06	
-1.278	5e-05	1.37972621776e-10	1.11879054552e-06	-2.55738618188e-08	1.11913895532e-06	
-1.277	5e-05	1.37886035412e-10	1.11747818188e-06	-2.56626400008e-08	1.11782774428e-06	
-1.276	5e-05	1.3726833932e-10	1.11566109096e-06	-2.542404690992e-08	1.11600828124e-06	
-1.275	5e-05	1.3697121764e-10	1.11405745456e-06	-2.499402618252e-08	1.11440043244e-06	
-1.274	5e-05	1.3671837366e-10	1.11308909092e-06	-2.410623636444e-08	1.113421156e-06	
-1.273	5e-05	1.3669808704e-10	1.11250400004e-06	-2.27357141826e-08	1.11281716016e-06	
-1.272	5e-05	1.35843977216e-10	1.11176581824e-06	-2.100452872804e-08	1.11206098176e-06	
-1.271	5e-05	1.3580909488e-10	1.11066436372e-06	-1.940928509164e-08	1.11094884092e-06	
-1.27	5e-05	1.3562051434e-10	1.10957963644e-06	-1.849930181884e-08	1.1098595412e-06	
-1.269	5e-05	1.35810267456e-10	1.10871418188e-06	-1.791114181868e-08	1.108992138e-06	
-1.268	5e-05	1.35723816788e-10	1.10813709096e-06	-1.692625090948e-08	1.10841596888e-06	
-1.267	5e-05	1.35376478412e-10	1.10774581824e-06	-1.536429818228e-08	1.10803168908e-06	
-1.266	5e-05	1.35473383752e-10	1.10722981824e-06	-1.378847272788e-08	1.10752183352e-06	
-1.265	5e-05	1.3516135072e-10	1.10705236372e-06	-1.254279272788e-08	1.1073469092e-06	
-1.264	5e-05	1.35176836412e-10	1.10738800008e-06	-1.139144000068e-08	1.10768205356e-06	
-1.263	5e-05	1.34925529028e-10	1.1076512728e-06	-1.02595069098e-08	1.10793769756e-06	
